szczoteczka do zębów;зубна щітка;szczoteczki do zębów;personal_info;szczoteczka do zębów;зубна щітка;noun;
pasta do zębów;зубна паста;;personal_info;pasta do zębów;зубна паста;noun;
ręcznik;рушник;ręczniki;personal_info;ręcznik;рушник;noun;
prysznic;душ;prysznice;personal_info;prysznic;душ;noun;
kąpiel;купання;kąpiele;personal_info;kąpiel;купання;noun;
łóżko;ліжко;łóżka;personal_info;łóżko;ліжко;noun;
śniadanie;сніданок;śniadania;personal_info;śniadanie;сніданок;noun;
jeść;їсти;;personal_info;jeść;їсти;verb (imperfective);
zjeść;з'їсти;;personal_info;zjeść;з'їсти;verb (perfective);
pić;пити;;personal_info;pić;пити;verb (imperfective);
herbata;чай;herbaty;personal_info;herbata;чай;noun;
kawa;кава;kawy;personal_info;kawa;кава;noun;
mleko;молоко;;personal_info;mleko;молоко;noun;
chleb;хліб;chleby;personal_info;chleb;хліб;noun;
masło;масло;;personal_info;masło;масло;noun;
przygotowywać;готувати;;personal_info;przygotowywać;готувати;verb (imperfective);
przygotować;приготувати;;personal_info;przygotować;приготувати;verb (perfective);
sprzątać;прибирати;;personal_info;sprzątać;прибирати;verb (imperfective);
posprzątać;прибрати;;personal_info;posprzątać;прибрати;verb (perfective);
gotować;готувати;;personal_info;gotować;готувати;verb (imperfective);
ugotować;зготувати;;personal_info;ugotować;зготувати;verb (perfective);
oglądać;дивитися;;personal_info;oglądać;дивитися;verb (imperfective);
obejrzeć;подивитися;;personal_info;obejrzeć;подивитися;verb (perfective);
czytać;читати;;personal_info;czytać;читати;verb (imperfective);
przeczytać;прочитати;;personal_info;przeczytać;прочитати;verb (perfective);
ubierać się;одягатися;;personal_info;ubierać się;одягатися;verb (imperfective);
ubrać się;одягнутися;;personal_info;ubrać się;одягнутися;verb (perfective);
but;черевик;buty;personal_info;but;черевик;noun;
kurtka;куртка;kurtki;personal_info;kurtka;куртка;noun;
spodnie;штани;spodnie;personal_info;spodnie;штани;noun;
koszula;сорочка;koszule;personal_info;koszula;сорочка;noun;
sweter;светр;swetry;personal_info;sweter;светр;noun;
czapka;шапка;czapki;personal_info;czapka;шапка;noun;
szalik;шарф;szaliki;personal_info;szalik;шарф;noun;
rękawiczka;рукавичка;rękawiczki;personal_info;rękawiczka;рукавичка;noun;
okulary;окуляри;okulary;personal_info;okulary;окуляри;noun;
klucz;ключ;klucze;personal_info;klucz;ключ;noun;
portfel;гаманець;portfele;personal_info;portfel;гаманець;noun;
telefon;телефон;telefony;personal_info;telefon;телефон;noun;
ładowarka;зарядка;ładowarki;personal_info;ładowarka;зарядка;noun;
komputer;комп'ютер;komputery;personal_info;komputer;комп'ютер;noun;
praca;робота;prace;personal_info;praca;робота;noun;
szkoła;школа;szkoły;personal_info;szkoła;школа;noun;
biuro;офіс;biura;personal_info;biuro;офіс;noun;
spotkanie;зустріч;spotkania;personal_info;spotkanie;зустріч;noun;
